tSNE1,tSNE2,Cluster
7.64679598447164,24.3438133387667,cluster13
11.5525182127333,20.7771475449787,cluster4
-39.1367490483076,3.00507873429863,cluster14
-44.7123570230845,9.82548791912465,cluster14
3.28552135440771,-10.4338523121418,cluster6
-36.4368002091067,4.53739338905505,cluster14
-39.5647441660457,5.0226518206438,cluster14
-35.1314031839104,3.41487593867664,cluster14
41.2640272647698,5.95309159743352,cluster3
-25.0371221647387,15.8365679145883,cluster4
18.1502071684098,-15.787997620223,cluster6
36.1409630665005,2.25078676972907,cluster3
34.4693715556202,6.37677123595003,cluster3
2.58866222435167,36.2810143428293,cluster13
15.6483045415714,12.8698996609905,cluster4
20.9424247601623,26.5234273283921,cluster10
6.33123088041317,-25.0585685725575,cluster6
-34.9386086741438,1.66435506496998,cluster19
-30.6135602034378,11.0886296697235,cluster4
9.97371721735438,-12.5838446364592,cluster6
17.0939036782069,14.4551044972742,cluster4
22.1493258155669,-7.81005375738224,cluster4
-26.8350040935267,15.3406743219457,cluster4
-31.5995737072962,6.51390816485719,cluster14
5.71659427553908,-29.8535771895073,cluster6
9.36463135942481,28.5217368597164,cluster13
-35.6536442473329,-6.69042926446609,cluster17
11.7881904450846,-3.95424802802088,cluster6
27.8053904966186,3.20431910562264,cluster4
-33.6116836536378,16.5922752331768,cluster4
5.91051623796356,31.6819306932414,cluster13
24.1661588605152,-11.2214836693794,cluster6
7.28789835537052,-16.3957116432663,cluster6
12.846692927658,13.2509099848285,cluster4
-25.6310905513591,17.8693375690358,cluster4
-35.3433912132967,10.9399496109949,cluster4
12.6133867264663,19.3068555026944,cluster4
38.298073473979,6.76585689044626,cluster3
3.37482717311325,-27.6198201003864,cluster6
12.335139391101,1.26301189134974,cluster4
3.94796416402068,-28.583692111573,cluster6
4.98199276841057,-32.2007886117635,cluster6
23.2094840845498,4.2156460115822,cluster4
8.23136170317126,29.6046247779605,cluster13
-30.7657711381789,5.5299633300765,cluster14
12.2032881073325,-27.3012751443064,cluster6
1.03462291637296,-22.4231388924929,cluster6
11.4531303319038,0.294700852615238,cluster4
11.1570931673085,28.6196636240949,cluster13
8.08294117815928,-33.2148782734036,cluster6
28.855082968656,0.595410077017701,cluster4
35.9509595343365,5.29809523337144,cluster3
1.55510161099145,35.3157453506844,cluster13
26.8852724832329,2.05279664599884,cluster4
20.0027247792627,4.90492919162727,cluster4
6.35730100299159,38.7956432326594,cluster13
4.39074205745012,-15.642056091966,cluster6
-41.0935665780346,7.84757374214331,cluster14
35.9822055895842,8.13203632599303,cluster3
32.3473211762101,-2.21993259347524,cluster3
7.2932268174021,-4.04316211076522,cluster6
13.6808658248298,-18.2871821063523,cluster6
8.7658030382262,-28.3958294591598,cluster6
-44.8197624852151,0.302043130046899,cluster14
5.18420028787399,-11.698495972224,cluster6
2.3633806534586,-9.22122759273223,cluster6
32.3514777168746,4.40857817262041,cluster3
33.1673288456095,3.38284686493336,cluster3
-41.5020922910464,3.9873817716131,cluster14
2.35776371168928,36.5927952073324,cluster13
-26.8462190298979,-5.53706269614472,cluster14
5.59621385250316,37.6016936736276,cluster13
-42.1593655500021,10.3317111996359,cluster14
19.9124210921934,-4.2055095682688,cluster6
4.25714091640464,39.2716982610333,cluster13
15.1701599181625,-11.1458155600654,cluster6
18.1842025032999,8.51772499759322,cluster4
19.9170060528626,10.10155369301,cluster4
5.62059416207586,-8.1767778269925,cluster6
4.06996242401455,-27.0770511823607,cluster6
17.422633962854,9.01461586765837,cluster4
0.762338752109633,-26.3741695015598,cluster6
20.4829521720469,-12.5369104603361,cluster6
-46.8758770375555,7.67762428510334,cluster14
16.9839720438292,-15.4537019301439,cluster6
-34.5373976964472,2.3163043970876,cluster14
-0.481942648428569,-15.1162909195208,cluster6
31.6383221070539,-5.20168723877729,cluster3
-2.20075179348277,-30.0771047727904,cluster6
7.01110149710451,32.07760508057,cluster13
8.61240179248849,35.4079033759414,cluster13
-34.2467033521454,-7.31355014157909,cluster17
5.46155897578229,29.0363566639194,cluster13
7.38747766766009,-2.55345555971537,cluster6
-37.6741395994651,-6.13459763782319,cluster17
-27.9240147811337,15.9557990465085,cluster4
37.8762466517299,4.60869969470833,cluster3
37.9615913164794,0.987142182892993,cluster3
14.0745040060869,-8.96353401592935,cluster6
-44.8297312762156,-0.313643769361178,cluster14
12.1599408775718,13.6265127510928,cluster4
12.4910590500257,27.5398949712551,cluster13
16.9727666283845,-13.6448943418115,cluster6
8.59053439135091,34.0292243534834,cluster13
25.1783229495518,-2.60254717584444,cluster6
38.1493093288977,7.15047242251615,cluster3
-23.9671484659116,17.1351552434959,cluster4
33.2945093357981,-1.55842180512672,cluster3
21.4320137597517,-0.566818116584134,cluster4
36.4129079216181,6.23809659377577,cluster3
19.8411837934328,4.64695906927281,cluster4
29.8917776851315,-6.53801743329633,cluster3
-40.0477120966387,7.02609409485093,cluster14
-5.80609892332723,-26.7237106613907,cluster6
27.9213087612759,-4.43019568708918,cluster6
19.534556543177,-6.08801643613966,cluster6
15.3847651438771,-5.86965098011267,cluster6
-26.487627442665,13.9911114374052,cluster4
-33.4957511151688,-8.20393255739088,cluster17
5.69977919357558,-20.5078421659315,cluster6
24.8919367947604,-13.0356371108426,cluster6
40.6816702808124,6.20767604753573,cluster3
16.1861244053585,12.2196104273784,cluster4
30.3887853640726,-2.85898125105304,cluster3
15.6157351188417,-9.16542620725734,cluster6
25.5791227307809,-7.28534542858787,cluster6
13.2385318551355,12.1881339245696,cluster4
-41.5966771908256,10.6874751126675,cluster14
-41.6941873262887,7.25894747351275,cluster14
9.91332579296241,-9.12581169529718,cluster6
3.62148003520361,32.7320855059071,cluster13
11.5473955438395,-4.07269394638143,cluster6
25.9431762109359,4.28088695625141,cluster4
4.28236220191085,-21.1867691168845,cluster6
-46.3609876475277,10.4554863675047,cluster14
4.14171192003115,-7.85300473696729,cluster6
11.6022900439783,2.53614559875504,cluster4
6.19372592246656,-27.1326370843972,cluster6
12.8525038208658,5.74075002297307,cluster4
8.67894682052585,-20.0300011581451,cluster6
25.4677990618718,-1.19913128172266,cluster4
16.2909240072581,-8.65183123793523,cluster6
18.2133076131914,-3.92685680528208,cluster6
11.3649701051529,-20.6927267375439,cluster6
8.62800741571251,31.5459115698963,cluster13
-36.7283968072224,-4.38430859355457,cluster17
1.93342844099325,-13.2121192025315,cluster6
-28.2002652131577,16.4077691873151,cluster4
2.1296841472,-30.3179253486201,cluster6
18.1677776146086,-26.3092075656548,cluster6
14.7272556225243,-0.680829751595809,cluster4
28.5782433452832,1.86159100912235,cluster4
-32.9966503998119,-5.64906545178899,cluster17
1.08764042406149,-24.4328351527235,cluster6
8.04836520456102,32.7865236091888,cluster13
-26.8050373559028,14.5529608111791,cluster4
12.3089879694521,12.1924940898049,cluster4
-17.6026799724137,16.8938740347776,cluster4
-42.5073434980094,7.19376829665327,cluster14
10.3569283020032,-11.4098741729434,cluster6
-46.6789644795675,10.9870843260002,cluster14
-0.918764347975665,-15.8141889927233,cluster6
8.60520132309737,26.5465507215684,cluster13
7.85594637056003,-7.43062035282574,cluster6
5.4147738005885,-33.75906676951,cluster5
21.9468074088542,4.17908538994618,cluster4
10.3973264554554,20.0464428520512,cluster4
-38.2827899257191,3.59719504626009,cluster14
-29.0812985621689,7.78768901060441,cluster4
10.4359158422495,-4.01102067135539,cluster6
6.40617767658377,34.6544011740097,cluster13
10.9401565958377,21.8451010328153,cluster4
-44.3143170773011,-3.54204050930709,cluster17
15.1550778814852,-15.4176119265922,cluster6
14.6012781171482,1.37266367618221,cluster4
13.100841238422,0.488667887544129,cluster4
22.6562159550977,-4.20732904126135,cluster6
-29.1328116103846,11.2789528917426,cluster4
40.2155184972819,6.93386970654919,cluster3
-24.6853261680015,14.5404625787682,cluster4
-42.0722011552766,2.31922919207452,cluster14
-43.7298813930719,-1.61152299218376,cluster14
-40.1659299780155,-2.27123633878256,cluster14
35.6803615960656,3.86383379899079,cluster3
-17.4901167112644,15.5380536459288,cluster9
13.6692102737827,14.1073680476949,cluster4
0.43921417095712,38.8954758091823,cluster10
-40.2444396062703,-3.19712639168986,cluster17
13.744561219933,-3.68138931862295,cluster6
1.58966201486113,36.3897215169295,cluster13
9.24828597795636,-8.44975968284583,cluster6
-32.9515724785815,1.55744735651471,cluster19
3.45224095337509,-25.3789969323741,cluster6
-0.837977201271681,-25.267795725604,cluster6
11.6339042021372,29.1650966326153,cluster13
1.871797021232,39.9326038698865,cluster13
24.4822058465646,7.14916259224616,cluster4
-47.7865482026251,7.77644611124357,cluster14
17.1303174982764,-8.34626985842627,cluster6
12.7260877755108,-21.0969428310094,cluster6
19.2610871415162,6.53190889207302,cluster4
30.3230893273176,6.50684354410008,cluster4
7.00795072946017,33.7219259441329,cluster13
-25.0893362607808,15.9374762266488,cluster4
-37.7144332607019,9.03228398233212,cluster14
6.5571236690793,-10.2615504068301,cluster6
15.8843188442932,7.19586860307466,cluster4
-34.06274105728,-3.99114194427205,cluster17
3.95465728176242,-17.6953253423768,cluster6
1.68686113802177,37.1033934702497,cluster13
33.5618401053234,1.43314945557593,cluster3
5.29630278909281,-12.771481460521,cluster6
5.07697258682253,-6.01179517410434,cluster6
38.7408052325778,5.28703820559177,cluster3
39.4739476436098,5.28090840487389,cluster3
-29.8715766751672,6.18263341693785,cluster4
-43.0815111926493,5.73105131586218,cluster14
8.218810428799,33.9208127114842,cluster13
1.02346166209619,-28.5561205055364,cluster6
20.1323340004181,-13.319708305085,cluster6
9.9392876238405,-17.2978269911517,cluster6
25.9222502586282,0.135209087346197,cluster4
26.8920678823229,5.03599889183548,cluster4
13.5492819470251,14.3462364566379,cluster4
17.6136742798457,10.2012986038601,cluster4
-36.1281238048802,12.5527685442431,cluster14
6.84499548084097,35.0865604313386,cluster13
5.41587178609746,33.2200631033158,cluster13
20.7265153615502,-12.1031656647132,cluster6
14.5725713234184,-10.0366071900707,cluster6
10.0785151131731,-12.625360186858,cluster6
8.68112754306618,34.7126828502428,cluster13
10.4727148085009,-11.356696509956,cluster6
-30.4662691551769,8.13418601844291,cluster4
17.781327176208,3.01443514366037,cluster4
-40.6073848693519,8.92202328442848,cluster14
-40.3172358788773,-0.00558948455408562,cluster14
41.3241697895315,2.11232212651775,cluster1
-31.0665620621671,11.7910713765291,cluster4
9.12910368665369,25.6092863125436,cluster13
-47.4242433610747,1.72174044069092,cluster14
-4.38873444223509,-14.8916071753432,cluster6
-36.2424665956561,-4.00565774660739,cluster14
39.7627338895388,4.86863834841074,cluster3
20.8080643639892,-8.86575139134428,cluster6
18.0559726236211,9.94598649226508,cluster4
16.5000323079689,-6.36499704431546,cluster6
6.04459541564932,-6.91837810660089,cluster6
26.7268502185646,-1.60616376492927,cluster6
-32.1941856382724,12.5923423623343,cluster4
36.9122636348107,4.45438160781131,cluster3
12.0771784957453,21.7510210794714,cluster4
-35.9751971281836,0.97189242777134,cluster14
-1.49907518069599,-14.1195917874435,cluster6
18.8451542505375,6.21864766143881,cluster4
-41.0167601933938,13.5494646704315,cluster14
14.3217377424494,-11.3811802861269,cluster6
9.64059541135429,-5.47948705542927,cluster6
2.90314453717711,-19.0959955802497,cluster6
3.66966017279924,-14.94353217409,cluster6
20.8985361144422,0.846780964112523,cluster6
1.53560715828263,-31.267407352068,cluster6
27.8569438608739,-0.00965813692299536,cluster3
3.66192132932884,-8.44845297075553,cluster6
6.82600737907372,-11.9967816813949,cluster6
10.8765544985318,33.792719353425,cluster13
-26.4998131464679,17.0415740908884,cluster4
-6.4211816519918,-25.7562681005967,cluster6
-34.8272973340776,9.49748105163196,cluster14
-33.7856947388381,10.8086136259953,cluster4
12.0931281934509,9.77778471074271,cluster4
-7.44227241356403,-29.8063004425512,cluster20
-4.85436869647076,-14.8912095262021,cluster6
24.0789694388047,-3.55348850590772,cluster6
-36.8883695353549,-5.20763207965963,cluster17
1.49810100720779,35.9158862853025,cluster13
24.3514145259408,-7.10300899875484,cluster6
36.2533998230329,6.74714843598771,cluster3
36.5399623487361,6.0410699663866,cluster3
0.569674179833358,37.0983175058527,cluster13
-4.27247786212016,-30.2119307348309,cluster13
-30.6794081556165,14.9478313837151,cluster4
10.4726162155187,0.782940066782993,cluster4
1.90878253715991,-10.7425493716481,cluster6
14.6228486050605,-0.180745421724785,cluster4
-35.1038351177789,3.85254865886915,cluster14
-32.3819967831301,-7.73380939947026,cluster17
14.1862259523345,-22.0243912466587,cluster6
33.8413421207815,-2.54740105808654,cluster10
32.8554076869254,6.36032163264435,cluster3
4.42193946468554,-9.1250783247351,cluster6
7.8154481387825,29.9825350483824,cluster13
10.0140818517902,36.6760867250174,cluster13
-46.0665379147944,5.72992412855347,cluster14
20.4499288937218,-1.24902320575906,cluster4
-24.5234345224022,14.3215346902251,cluster4
-39.783473288103,1.83875126153242,cluster14
20.0566177563988,-20.6951253215598,cluster6
12.6343539383599,8.63974388924644,cluster4
14.0476636827007,15.927532088417,cluster4
2.78001382667382,-7.12398837126642,cluster6
-44.6511184323894,1.26183417626124,cluster14
8.80215293088695,25.934307934206,cluster13
3.94126837143213,-27.6965875229532,cluster6
-34.1098244377344,11.1769445974666,cluster4
36.894457339958,4.37099808799425,cluster3
10.9641125143589,22.7884874121215,cluster4
0.78733340140052,-23.4403541288497,cluster6
10.1820676538712,0.194390481290225,cluster4
-4.11583808930188,-29.5250425562938,cluster6
25.10460559933,0.409124688642939,cluster6
-0.83604549761051,-26.670327861822,cluster6
11.4437159840165,4.62719413269842,cluster4
4.01788005398199,-12.1993426760755,cluster6
-37.0688097774192,13.6195192197981,cluster14
-41.7135666031315,8.77761988921496,cluster14
4.35744941907829,-28.9685293145638,cluster6
30.5335134108839,-8.97991115465462,cluster6
18.4315726599008,-10.4286997093776,cluster6
9.52304406945428,30.3191985841522,cluster13
-40.2380255922142,7.24382993568434,cluster14
-34.8516270846517,-1.56723849965045,cluster14
27.8864104310126,-1.40097053580052,cluster4
5.23028496003876,-27.5151519282355,cluster6
9.84853971288982,26.0578358252124,cluster13
9.71086143223393,25.6239871956421,cluster4
1.11318141499118,-5.36191666403726,cluster6
-36.1922294170215,9.0388207024266,cluster14
-0.288965483690208,35.9598203783392,cluster13
11.7012777996232,-14.9549925768605,cluster6
-48.7513123080858,2.89017219173271,cluster14
-9.93975890284505,-26.5956733194228,cluster15
-37.8356666423997,-6.90074137036258,cluster17
15.8708712183126,2.67448699870594,cluster4
2.82745764739465,-17.7576662797629,cluster6
1.86422774846517,-29.3448441154374,cluster6
24.3609670122366,1.91000240265609,cluster6
9.67184614135489,32.8534449454219,cluster13
39.5589822627728,4.35305209394781,cluster3
11.8962758264777,-15.1350312200296,cluster6
3.73639273055262,36.6975405823823,cluster13
27.4308870262455,-2.7535536943277,cluster6
-42.011223236847,-4.06970398818613,cluster14
-41.5729121226098,1.91452516204205,cluster14
7.45505075815548,33.1579821525609,cluster13
9.72137500930828,31.5722094571823,cluster13
-35.8245760419944,-5.89589767613555,cluster17
12.4436762927585,-19.980129431413,cluster6
-40.6281885387712,10.1391419449467,cluster14
-43.9688691890709,5.86379590617956,cluster14
42.0569124882382,5.12453286814265,cluster3
3.93440882552227,-20.1925417685541,cluster6
11.0188501494096,1.86181918657502,cluster4
1.30508277270508,-16.9702575316313,cluster6
17.6187742319415,-13.4775699859969,cluster6
-30.2208632960973,-1.37984908619962,cluster19
4.10852231823642,-11.03008568611,cluster6
19.4402501471496,-2.05620186288334,cluster4
3.71792182368384,34.412947130269,cluster13
-48.0618064468776,5.12116725797295,cluster14
-2.42046133421809,-25.435641327026,cluster6
-43.8363190557884,6.07051877139599,cluster14
22.9279723207674,-0.181060413379513,cluster4
-29.8086727420389,6.30108899120525,cluster4
1.15684734169841,-15.417674328538,cluster6
26.5966722750196,-1.14379721862644,cluster6
-5.50896131903115,-30.6549687630702,cluster6
13.1660831323275,-8.70166690037517,cluster6
3.62658082071611,-26.4058831799926,cluster6
-0.0924544540687501,-22.7139035566981,cluster6
4.51337354416215,-8.71538625274401,cluster6
-39.2912106391935,-3.96168249132699,cluster17
9.9015779564104,26.8386173392892,cluster13
30.7607805127936,4.05950588999109,cluster3
3.4188585510855,-26.4935414614704,cluster6
14.7763727902699,-8.5287443068483,cluster6
11.2269876149984,3.64240096585124,cluster4
40.1346758705211,6.35986431905853,cluster3
14.8127969985671,6.68037879569104,cluster4
-7.70092744665154,-26.2154855263823,cluster6
8.28871291822111,-4.64921841486637,cluster6
3.68830013068243,-9.99044518155851,cluster6
-0.636366004618175,-12.4350204148997,cluster6
8.51022271710545,-16.6033401221927,cluster6
17.2979558789555,-17.2944557869386,cluster6
-43.0503395726098,1.85444644527327,cluster14
3.6236145322031,-13.5579114153304,cluster6
1.80200078613683,-18.463353082813,cluster6
-35.3833829679169,-5.44560299465146,cluster17
8.71778703513261,-14.3125549431195,cluster6
-26.332180437843,13.5233137276842,cluster4
-9.90989909944161,-25.8256352141787,cluster6
18.0115550012773,-8.51961430619478,cluster6
22.0721225240938,5.85034244100347,cluster4
-1.34795558177113,-10.0709122062971,cluster6
25.7637818495904,-3.44367175962809,cluster6
6.74814180557917,34.3324725583518,cluster13
22.2233943045915,-6.0962924020924,cluster6
-39.0902130541949,-7.90981779102756,cluster17
30.6044567765606,-2.72554991278521,cluster3
19.7661482320379,-6.80106825303667,cluster6
19.5057857139583,-18.5588387167503,cluster6
5.21857475666914,-15.2107467417519,cluster6
9.95996231241415,-1.85486110793897,cluster6
-4.20824721579548,-29.8140875876659,cluster6
31.2109294198584,1.29062625319144,cluster3
9.39013221223808,34.3225903014397,cluster13
35.6070322662444,6.89165520808031,cluster3
8.13143780902602,-15.9392771281227,cluster6
20.9463735880803,-11.9411431366956,cluster6
1.1927526651802,-7.10493609462509,cluster6
12.0323382294098,-17.139654549642,cluster6
14.6173960909708,6.9197105555687,cluster4
5.05287339237475,-4.15343141984794,cluster6
40.2574409938697,7.36547583797726,cluster3
5.02118361156878,-18.1934242786846,cluster6
17.8064554189241,2.08541171609898,cluster4
27.9632137979901,0.933585106556319,cluster4
15.044780940019,13.6368284835847,cluster4
8.15689980287772,-6.85855762251993,cluster6
-46.1281692363678,9.75865463595778,cluster14
20.8842373380833,1.2090482082973,cluster4
3.78324147759459,34.3436167885399,cluster13
-36.695777414044,8.03202698610083,cluster14
24.6699761859205,2.42981834723503,cluster6
-33.2111748404068,12.3635987781721,cluster4
12.9077728589991,20.0806845408581,cluster4
22.410040691973,0.765748866252924,cluster4
-36.4611878154648,-2.09697826740918,cluster14
15.8647320555935,-7.77390649636257,cluster6
3.30428812096955,-13.5277144730299,cluster6
6.27080626423224,33.5047043798689,cluster13
-30.1966205591983,13.1279173869788,cluster4
-33.5091457964327,12.1727486698473,cluster4
12.8849878531625,9.04929807042836,cluster4
16.9863212322535,-4.30840807862566,cluster6
17.077515986863,-18.699897224135,cluster6
34.9484144689044,-0.412591561370934,cluster3
10.4997870938528,23.4201624868321,cluster4
16.7883390111079,-6.40868713276361,cluster6
6.18732505593569,-12.7451069616909,cluster6
0.969905690018774,-27.3750228609353,cluster6
-1.05805068608696,-29.5831075326577,cluster6
12.0873415244421,31.8755354621097,cluster13
27.7395398245684,1.67119185843057,cluster4
18.8569774320035,-11.2743378240939,cluster6
-35.545746613326,-5.33442849256746,cluster17
-34.6601124589244,-4.50243631689413,cluster17
5.77599554959686,-2.70297649365003,cluster4
42.121291254949,4.85644620427709,cluster3
-6.68956850706162,-27.2173737099521,cluster6
17.3320828428491,11.7094649420899,cluster4
24.2726067761347,-5.533672768824,cluster6
5.54282599283634,-17.5179053868732,cluster6
10.0701016999572,-0.540568901592036,cluster4
15.685043887597,-13.5222757455537,cluster6
11.0393716190186,2.69154553369885,cluster4
16.568497891935,-13.6752449381735,cluster6
-29.2993264507713,14.6051445764103,cluster4
-37.0249564841445,-0.334324847593262,cluster17
-0.368124396851598,-10.8502134134381,cluster6
29.2232884289822,-4.38179957184962,cluster6
-18.1960334074232,16.0806521472646,cluster4
-37.6824711584739,-6.08159477113252,cluster17
5.82509606706292,-21.5990115892594,cluster6
13.2747694421049,7.95202378431972,cluster4
-42.0966344298823,8.10952118528448,cluster14
0.919311511164691,-25.4076281622064,cluster6
-47.0539441218539,6.24624745091292,cluster14
21.6646304772815,-8.95405426665815,cluster6
3.77569276796778,-23.0330843239765,cluster6
-33.4555026811368,12.1135141889257,cluster4
19.6589021402502,8.42572382749274,cluster4
5.18686086993331,-25.0003484406397,cluster6
18.4626887150811,6.25265776405547,cluster4
32.6629035280317,-0.853025646409966,cluster3
3.15907856256467,-8.99345965446614,cluster6
27.3106347975756,-0.236853754434584,cluster3
5.23384092561798,-6.51109497783496,cluster6
6.30612843404836,37.4861374845599,cluster13
7.45702198318259,-21.841067999788,cluster6
-37.1396990872834,5.54604414923722,cluster14
16.901424281461,1.32108894896059,cluster4
-0.123913877683639,-24.2498897490476,cluster6
-4.81823877063623,-24.5891890127602,cluster6
10.0304025495267,1.49697027519614,cluster4
0.107649929348179,-25.6184511553001,cluster6
9.44483610373415,31.2591001508846,cluster13
-28.5416569160693,8.06965439879796,cluster4
14.579424629927,-15.7880801867493,cluster6
9.00809235944031,28.102741318545,cluster13
0.0442513699375601,-12.6557112472088,cluster6
13.7444463625558,-12.052516107698,cluster6
-35.2739994978556,10.8251751845473,cluster4
9.53485900771908,-5.91984902145836,cluster6
-43.3759340899756,8.65019058992286,cluster14
-32.9764797509618,1.59070720483573,cluster14
29.6903417606552,4.68688582486597,cluster3
-33.6539915900517,5.13078917062296,cluster19
-38.4708148239435,6.65260352732515,cluster14
11.7592194952071,-21.3334119532545,cluster6
-39.2325269367401,10.491454112238,cluster14
13.1628615481028,1.73848353330975,cluster4
6.4345895571719,-21.8604673740843,cluster6
4.7256461685243,-30.4926432820958,cluster6
-26.1616400514771,15.0900480952394,cluster4
-28.8011623632146,15.7888610340944,cluster4
11.0345682860335,22.1480646116841,cluster4
10.8074975769342,26.0868126951544,cluster13
-32.4886976193255,13.7224484076098,cluster4
-38.3257869984424,12.2433288889059,cluster14
-43.5265733523972,-1.95842140145981,cluster14
36.4059263731492,4.77954932382346,cluster3
19.6410300228128,-6.78373809197012,cluster6
6.81932245966772,-6.85591678961666,cluster6
5.02523974178664,38.0641025332903,cluster13
4.57760386788349,-6.98926341658676,cluster6
5.47840503396067,-16.5459473287839,cluster6
-42.8344538115979,8.78173991234367,cluster14
-27.8020881343491,14.8660581919614,cluster4
10.861703624763,-14.9649370592188,cluster6
13.1073108928966,7.25488261388433,cluster4
3.76075915094099,-6.85798388748424,cluster6
-37.7435878666667,-0.961880484721626,cluster14
3.6667296967713,-6.30914146780508,cluster6
-39.3459379500464,9.09322253437564,cluster14
22.4157405304224,-6.07326421531454,cluster6
-1.53940192004102,-16.7344415590388,cluster6
6.37805220110824,-9.24798747175017,cluster6
-38.1182811751934,-5.81390578191937,cluster17
8.46403324082482,0.132044576512068,cluster4
12.6918051581683,-2.90911293670502,cluster6
-2.43375516586908,-7.61977353930382,cluster6
-4.57814968727956,-32.3831967756382,cluster6
-28.602216519249,15.956832639053,cluster4
-36.8117304057076,10.5430758484313,cluster4
3.33977582193866,-29.9483936329329,cluster6
13.6379876810286,11.2735049453051,cluster4
10.3976852140249,-6.55039213212908,cluster6
-38.8789697453602,5.20875074427912,cluster14
-35.5189087670988,-6.73749369165633,cluster17
6.52176762872462,-18.5381752841767,cluster6
7.80154824507252,-24.1217752670482,cluster6
28.5336568981932,-9.86609022214375,cluster6
9.17491532606122,-14.7994732754992,cluster6
5.53962903599834,-19.930244780149,cluster6
-28.2990678298497,15.5375947558955,cluster4
10.0315553949057,36.066280339616,cluster13
